audit_id,supplier_id,audit_date,standard,clause,finding_type,severity,description,corrective_action_required,corrective_action_description,due_date,closure_date,status
AUD-00897,SPLR-027,4/25/2023,IATF 16949,7.3,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Integrate risk assessment into supplier evaluation template.,6/25/2023,7/23/2023,Closed
AUD-00898,SPLR-022,3/22/2024,ISO 9001:2015,10.2,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,5/23/2024,6/13/2024,Closed
AUD-00899,SPLR-030,5/14/2022,ISO 9001:2015,9.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Implement formal non-conformance containment measures.,6/29/2022,7/25/2022,Closed
AUD-00900,SPLR-083,2/17/2022,IATF 16949,9.3,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Revise and train staff on procedure adherence.,5/18/2022,6/4/2022,Closed
AUD-00901,SPLR-047,6/4/2024,IATF 16949,6.3,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,8/2/2024,8/23/2024,Closed
AUD-00902,SPLR-051,4/7/2022,IATF 16949,8.2,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Define and communicate complaint handling procedure.,5/27/2022,5/17/2022,Closed
AUD-00903,SPLR-026,6/17/2022,ISO 9001:2015,9.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,7/21/2022,7/26/2022,Closed
AUD-00904,SPLR-004,9/29/2023,ISO 9001:2015,9.1,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,11/28/2023,12/15/2023,Closed
AUD-00905,SPLR-043,5/22/2023,ISO 9001:2015,7.2,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Develop and follow a strict maintenance timetable.,8/13/2023,8/6/2023,Closed
AUD-00906,SPLR-008,6/17/2024,ISO 9001:2015,9.1,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Document action items and track their closure status.,7/24/2024,7/19/2024,Closed
AUD-00907,SPLR-008,10/4/2023,ISO 9001:2015,10.1,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,12/31/2023,1/18/2024,Closed
AUD-00908,SPLR-049,5/15/2022,ISO 9001:2015,9.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Expand audit scope and ensure full coverage.,6/17/2022,6/25/2022,Closed
AUD-00909,SPLR-050,4/21/2024,ISO 9001:2015,10.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,5/21/2024,6/9/2024,Closed
AUD-00910,SPLR-076,7/27/2022,IATF 16949,10.3,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Define and communicate complaint handling procedure.,9/28/2022,10/9/2022,Closed
AUD-00911,SPLR-074,7/30/2022,ISO 9001:2015,8.2,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,10/18/2022,10/20/2022,Closed
AUD-00912,SPLR-018,12/29/2023,IATF 16949,9.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Define and communicate complaint handling procedure.,2/8/2024,2/13/2024,Closed
AUD-00913,SPLR-040,9/19/2022,IATF 16949,10.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Expand audit scope and ensure full coverage.,11/29/2022,12/11/2022,Closed
AUD-00914,SPLR-067,8/19/2024,IATF 16949,10.2,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,10/11/2024,10/1/2024,Closed
AUD-00915,SPLR-026,5/2/2023,ISO 9001:2015,7.1,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Conduct training sessions and maintain attendance logs.,6/13/2023,7/13/2023,Closed
AUD-00916,SPLR-073,1/23/2023,IATF 16949,8.3,Observation,Major,Management review records lack evidence of action tracking.,Yes,Develop and follow a strict maintenance timetable.,4/17/2023,5/14/2023,Closed
AUD-00917,SPLR-064,5/7/2024,IATF 16949,5.3,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Define and communicate complaint handling procedure.,8/1/2024,7/24/2024,Closed
AUD-00918,SPLR-095,4/2/2023,ISO 9001:2015,7.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Conduct training sessions and maintain attendance logs.,5/17/2023,6/6/2023,Closed
AUD-00919,SPLR-046,2/25/2023,IATF 16949,5.3,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Develop and follow a strict maintenance timetable.,3/27/2023,3/21/2023,Closed
AUD-00920,SPLR-006,10/19/2022,IATF 16949,8.3,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Document action items and track their closure status.,1/15/2023,1/28/2023,Closed
AUD-00921,SPLR-044,2/10/2023,IATF 16949,5.3,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,4/27/2023,4/28/2023,Closed
AUD-00922,SPLR-049,2/6/2023,ISO 9001:2015,5.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,3/9/2023,3/7/2023,Closed
AUD-00923,SPLR-085,3/7/2023,IATF 16949,8.3,Non-conformance,Major,Inadequate training records for new operators.,Yes,Develop and follow a strict maintenance timetable.,5/27/2023,6/9/2023,Closed
AUD-00924,SPLR-049,5/14/2022,ISO 9001:2015,5.1,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,6/25/2022,7/19/2022,Closed
AUD-00925,SPLR-038,5/29/2024,ISO 9001:2015,4.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,7/10/2024,8/3/2024,Closed
AUD-00926,SPLR-075,5/22/2023,ISO 9001:2015,9.1,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Implement formal non-conformance containment measures.,8/14/2023,9/5/2023,Closed
AUD-00927,SPLR-097,6/16/2022,IATF 16949,10.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Implement formal non-conformance containment measures.,8/17/2022,8/31/2022,Closed
AUD-00928,SPLR-092,11/28/2024,IATF 16949,5.3,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Develop and follow a strict maintenance timetable.,1/30/2025,2/19/2025,Closed
AUD-00929,SPLR-026,7/4/2023,IATF 16949,10.3,Observation,Minor,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,8/16/2023,8/20/2023,Closed
AUD-00930,SPLR-048,3/21/2024,ISO 9001:2015,6.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,5/26/2024,5/26/2024,Closed
AUD-00931,SPLR-075,10/3/2022,ISO 9001:2015,6.1,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Expand audit scope and ensure full coverage.,11/24/2022,11/28/2022,Closed
AUD-00932,SPLR-048,11/15/2024,IATF 16949,8.2,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Define and communicate complaint handling procedure.,1/11/2025,1/27/2025,Closed
AUD-00933,SPLR-083,7/14/2023,IATF 16949,4.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Define and communicate complaint handling procedure.,8/27/2023,9/2/2023,Closed
AUD-00934,SPLR-036,6/18/2022,IATF 16949,9.2,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Expand audit scope and ensure full coverage.,8/28/2022,8/23/2022,Closed
AUD-00935,SPLR-026,8/31/2022,ISO 9001:2015,6.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Expand audit scope and ensure full coverage.,10/12/2022,10/23/2022,Closed
AUD-00936,SPLR-034,9/12/2023,IATF 16949,6.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,12/5/2023,12/29/2023,Closed
AUD-00937,SPLR-061,8/1/2023,IATF 16949,8.1,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Document action items and track their closure status.,10/18/2023,10/8/2023,Closed
AUD-00938,SPLR-076,4/12/2023,ISO 9001:2015,9.2,Observation,Major,Inadequate training records for new operators.,Yes,Define and communicate complaint handling procedure.,5/26/2023,6/18/2023,Closed
AUD-00939,SPLR-027,11/29/2023,ISO 9001:2015,6.2,Observation,Major,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,2/16/2024,3/3/2024,Closed
AUD-00940,SPLR-040,2/17/2025,ISO 9001:2015,6.2,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Document action items and track their closure status.,5/13/2025,5/11/2025,Closed
AUD-00941,SPLR-098,12/28/2023,IATF 16949,6.2,Observation,Major,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,3/10/2024,3/25/2024,Closed
AUD-00942,SPLR-073,4/17/2025,ISO 9001:2015,8.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,5/26/2025,6/6/2025,Open
AUD-00943,SPLR-014,2/23/2023,IATF 16949,4.3,Observation,Major,Internal audit scope does not cover all processes.,Yes,Enhance traceability documentation for all lot numbers.,4/6/2023,4/26/2023,Closed
AUD-00944,SPLR-089,9/16/2023,ISO 9001:2015,5.1,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,10/27/2023,10/19/2023,Closed
AUD-00945,SPLR-038,1/18/2023,ISO 9001:2015,4.2,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,3/2/2023,3/6/2023,Closed
AUD-00946,SPLR-051,4/28/2022,IATF 16949,9.2,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,6/17/2022,7/3/2022,Closed
AUD-00947,SPLR-017,9/22/2022,IATF 16949,9.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Enhance traceability documentation for all lot numbers.,12/18/2022,12/21/2022,Closed
AUD-00948,SPLR-076,6/4/2024,IATF 16949,5.3,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,9/2/2024,9/11/2024,Closed
AUD-00949,SPLR-078,7/19/2023,ISO 9001:2015,4.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Define and communicate complaint handling procedure.,8/22/2023,9/6/2023,Closed
AUD-00950,SPLR-037,3/11/2025,IATF 16949,8.3,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Document action items and track their closure status.,4/12/2025,4/7/2025,Closed
AUD-00951,SPLR-080,9/2/2023,IATF 16949,10.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,10/17/2023,10/18/2023,Closed
AUD-00952,SPLR-031,2/27/2024,ISO 9001:2015,9.2,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Update calibration records and schedule preventive calibration.,4/22/2024,4/14/2024,Closed
AUD-00953,SPLR-016,1/6/2025,IATF 16949,4.3,Observation,Minor,Inadequate training records for new operators.,Yes,Define and communicate complaint handling procedure.,3/3/2025,3/28/2025,Closed
AUD-00954,SPLR-065,8/4/2022,IATF 16949,8.2,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,9/19/2022,9/22/2022,Closed
AUD-00955,SPLR-025,2/24/2022,ISO 9001:2015,9.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Enhance traceability documentation for all lot numbers.,4/16/2022,5/1/2022,Closed
AUD-00956,SPLR-063,1/22/2022,IATF 16949,5.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Develop and follow a strict maintenance timetable.,4/4/2022,4/23/2022,Closed
AUD-00957,SPLR-021,6/19/2022,ISO 9001:2015,9.2,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,8/18/2022,8/25/2022,Closed
AUD-00958,SPLR-022,7/25/2022,ISO 9001:2015,6.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,10/10/2022,10/25/2022,Closed
AUD-00959,SPLR-087,7/14/2023,ISO 9001:2015,7.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,8/26/2023,8/18/2023,Closed
AUD-00960,SPLR-001,4/8/2022,ISO 9001:2015,7.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Define and communicate complaint handling procedure.,5/11/2022,6/8/2022,Closed
AUD-00961,SPLR-054,2/18/2023,ISO 9001:2015,6.2,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,3/25/2023,3/16/2023,Closed
AUD-00962,SPLR-086,11/22/2023,ISO 9001:2015,9.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,2/16/2024,2/12/2024,Closed
AUD-00963,SPLR-081,4/1/2022,IATF 16949,9.2,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,5/21/2022,6/15/2022,Closed
AUD-00964,SPLR-046,1/14/2025,IATF 16949,8.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,2/26/2025,2/22/2025,Closed
AUD-00965,SPLR-059,1/31/2022,IATF 16949,10.3,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,3/26/2022,3/29/2022,Closed
AUD-00966,SPLR-099,7/25/2023,IATF 16949,4.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,9/19/2023,9/28/2023,Closed
AUD-00967,SPLR-090,1/3/2025,ISO 9001:2015,6.1,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,2/22/2025,3/24/2025,Closed
AUD-00968,SPLR-003,11/12/2023,ISO 9001:2015,9.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Define and communicate complaint handling procedure.,12/16/2023,12/27/2023,Closed
AUD-00969,SPLR-079,11/12/2024,ISO 9001:2015,8.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,12/26/2024,12/17/2024,Closed
AUD-00970,SPLR-048,4/30/2023,IATF 16949,6.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Update calibration records and schedule preventive calibration.,6/2/2023,5/31/2023,Closed
AUD-00971,SPLR-057,2/18/2023,ISO 9001:2015,7.1,Observation,Minor,Inadequate training records for new operators.,Yes,Revise and train staff on procedure adherence.,4/4/2023,5/2/2023,Closed
AUD-00972,SPLR-083,7/24/2023,IATF 16949,10.3,Observation,Minor,Documented procedure not followed during batch production.,Yes,Expand audit scope and ensure full coverage.,10/12/2023,10/28/2023,Closed
AUD-00973,SPLR-086,4/15/2023,IATF 16949,7.2,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,6/18/2023,6/11/2023,Closed
AUD-00974,SPLR-009,2/21/2024,IATF 16949,5.3,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Revise and train staff on procedure adherence.,3/26/2024,4/16/2024,Closed
AUD-00975,SPLR-027,10/17/2022,ISO 9001:2015,5.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Implement formal non-conformance containment measures.,12/23/2022,1/17/2023,Closed
AUD-00976,SPLR-023,5/22/2024,IATF 16949,7.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,7/6/2024,7/23/2024,Closed
AUD-00977,SPLR-011,8/8/2023,IATF 16949,10.3,Observation,Major,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,11/1/2023,11/21/2023,Closed
AUD-00978,SPLR-095,2/13/2024,ISO 9001:2015,7.2,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Enhance traceability documentation for all lot numbers.,4/15/2024,5/14/2024,Closed
AUD-00979,SPLR-098,9/14/2024,ISO 9001:2015,10.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,12/7/2024,12/2/2024,Closed
AUD-00980,SPLR-037,2/6/2025,ISO 9001:2015,6.1,Observation,Major,Traceability records incomplete for critical components.,Yes,Define and communicate complaint handling procedure.,3/27/2025,4/15/2025,Closed
AUD-00981,SPLR-001,5/28/2022,IATF 16949,5.2,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Conduct training sessions and maintain attendance logs.,7/6/2022,7/8/2022,Closed
AUD-00982,SPLR-040,10/3/2024,IATF 16949,8.2,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,11/26/2024,12/17/2024,Closed
AUD-00983,SPLR-033,3/21/2022,ISO 9001:2015,7.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,5/2/2022,5/19/2022,Closed
AUD-00984,SPLR-032,1/25/2024,ISO 9001:2015,9.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,4/11/2024,4/16/2024,Closed
AUD-00985,SPLR-088,1/11/2024,ISO 9001:2015,9.2,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Integrate risk assessment into supplier evaluation template.,3/19/2024,4/7/2024,Closed
AUD-00986,SPLR-051,5/22/2023,ISO 9001:2015,4.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,8/1/2023,8/15/2023,Closed
AUD-00987,SPLR-065,5/16/2024,ISO 9001:2015,10.2,Observation,Major,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,7/29/2024,8/7/2024,Closed
AUD-00988,SPLR-035,4/22/2024,ISO 9001:2015,4.2,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Develop and follow a strict maintenance timetable.,7/13/2024,7/12/2024,Closed
AUD-00989,SPLR-100,9/23/2023,ISO 9001:2015,5.1,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Revise and train staff on procedure adherence.,10/29/2023,10/23/2023,Closed
AUD-00990,SPLR-026,8/14/2023,IATF 16949,5.3,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Develop and follow a strict maintenance timetable.,9/24/2023,9/22/2023,Closed
AUD-00991,SPLR-008,10/26/2024,ISO 9001:2015,7.2,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Conduct training sessions and maintain attendance logs.,12/6/2024,12/8/2024,Closed
AUD-00992,SPLR-022,6/16/2023,IATF 16949,8.3,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Update calibration records and schedule preventive calibration.,9/9/2023,10/9/2023,Closed
AUD-00993,SPLR-075,6/25/2022,IATF 16949,5.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,8/15/2022,8/6/2022,Closed
AUD-00994,SPLR-086,9/20/2024,ISO 9001:2015,4.1,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Integrate risk assessment into supplier evaluation template.,12/7/2024,11/27/2024,Closed
AUD-00995,SPLR-063,3/9/2023,ISO 9001:2015,7.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Expand audit scope and ensure full coverage.,5/26/2023,6/2/2023,Closed
AUD-00996,SPLR-047,5/29/2024,IATF 16949,7.3,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Develop and follow a strict maintenance timetable.,8/19/2024,8/24/2024,Closed
AUD-00997,SPLR-093,4/28/2022,IATF 16949,7.2,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,6/26/2022,7/11/2022,Closed
AUD-00998,SPLR-066,9/9/2022,IATF 16949,6.2,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Define and communicate complaint handling procedure.,11/17/2022,12/7/2022,Closed
AUD-00999,SPLR-087,1/7/2022,IATF 16949,4.1,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,3/29/2022,4/8/2022,Closed
AUD-01000,SPLR-085,9/19/2024,IATF 16949,10.2,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,11/15/2024,12/5/2024,Closed
AUD-01001,SPLR-092,8/25/2023,ISO 9001:2015,9.2,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Expand audit scope and ensure full coverage.,11/19/2023,12/15/2023,Closed
AUD-01002,SPLR-015,10/16/2024,ISO 9001:2015,6.1,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Define and communicate complaint handling procedure.,11/25/2024,12/13/2024,Closed
AUD-01003,SPLR-021,5/14/2023,ISO 9001:2015,5.1,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,7/10/2023,7/1/2023,Closed
AUD-01004,SPLR-086,7/29/2023,ISO 9001:2015,9.2,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Define and communicate complaint handling procedure.,10/27/2023,10/24/2023,Closed
AUD-01005,SPLR-049,7/5/2022,IATF 16949,6.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,8/8/2022,8/19/2022,Closed
AUD-01006,SPLR-012,4/23/2023,ISO 9001:2015,6.1,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Integrate risk assessment into supplier evaluation template.,5/28/2023,5/25/2023,Closed
AUD-01007,SPLR-040,8/26/2022,IATF 16949,5.2,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Enhance traceability documentation for all lot numbers.,10/31/2022,10/21/2022,Closed
AUD-01008,SPLR-076,3/5/2024,IATF 16949,7.2,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,5/7/2024,6/4/2024,Closed
AUD-01009,SPLR-029,3/20/2024,ISO 9001:2015,8.1,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Develop and follow a strict maintenance timetable.,4/28/2024,5/6/2024,Closed
AUD-01010,SPLR-065,10/29/2022,IATF 16949,5.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,12/18/2022,12/27/2022,Closed
AUD-01011,SPLR-008,3/21/2025,IATF 16949,10.3,Observation,Minor,Inadequate training records for new operators.,Yes,Define and communicate complaint handling procedure.,5/8/2025,5/22/2025,Open
AUD-01012,SPLR-094,3/8/2023,ISO 9001:2015,9.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,5/31/2023,6/21/2023,Closed
AUD-01013,SPLR-045,11/23/2022,ISO 9001:2015,8.1,Observation,Major,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,1/19/2023,2/8/2023,Closed
AUD-01014,SPLR-017,5/28/2022,IATF 16949,7.1,Observation,Minor,Inadequate training records for new operators.,Yes,Expand audit scope and ensure full coverage.,7/22/2022,7/18/2022,Closed
AUD-01015,SPLR-090,9/15/2023,IATF 16949,10.3,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Document action items and track their closure status.,10/23/2023,11/10/2023,Closed
AUD-01016,SPLR-014,10/24/2022,ISO 9001:2015,5.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Revise and train staff on procedure adherence.,12/16/2022,1/11/2023,Closed
AUD-01017,SPLR-007,5/24/2024,ISO 9001:2015,4.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,7/23/2024,7/24/2024,Closed
AUD-01018,SPLR-031,4/30/2025,IATF 16949,5.2,Observation,Major,Traceability records incomplete for critical components.,Yes,Conduct training sessions and maintain attendance logs.,6/1/2025,5/29/2025,Open
AUD-01019,SPLR-084,9/12/2023,ISO 9001:2015,9.1,Observation,Major,Traceability records incomplete for critical components.,Yes,Update calibration records and schedule preventive calibration.,11/30/2023,12/19/2023,Closed
AUD-01020,SPLR-063,6/30/2024,IATF 16949,4.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,8/4/2024,8/1/2024,Closed
AUD-01021,SPLR-062,4/16/2025,IATF 16949,6.3,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,5/27/2025,6/10/2025,Open
AUD-01022,SPLR-024,3/16/2025,ISO 9001:2015,4.2,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,5/30/2025,6/23/2025,Open
AUD-01023,SPLR-097,3/17/2024,IATF 16949,4.3,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Document action items and track their closure status.,5/20/2024,5/17/2024,Closed
AUD-01024,SPLR-016,1/6/2023,ISO 9001:2015,4.1,Non-conformance,Minor,Internal audit scope does not cover all processes.,Yes,Define and communicate complaint handling procedure.,3/28/2023,4/7/2023,Closed
AUD-01025,SPLR-097,3/23/2025,ISO 9001:2015,9.1,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,5/27/2025,6/2/2025,Open
AUD-01026,SPLR-032,9/13/2022,IATF 16949,7.3,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Implement formal non-conformance containment measures.,11/9/2022,10/30/2022,Closed
AUD-01027,SPLR-089,11/29/2024,IATF 16949,9.3,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,2/3/2025,2/24/2025,Closed
AUD-01028,SPLR-025,1/7/2025,ISO 9001:2015,9.2,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,2/21/2025,2/13/2025,Closed
AUD-01029,SPLR-036,3/17/2023,ISO 9001:2015,8.2,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Conduct training sessions and maintain attendance logs.,5/23/2023,6/4/2023,Closed
AUD-01030,SPLR-011,6/2/2022,IATF 16949,6.3,Observation,Major,Traceability records incomplete for critical components.,Yes,Implement formal non-conformance containment measures.,7/27/2022,8/15/2022,Closed
AUD-01031,SPLR-073,10/21/2022,ISO 9001:2015,4.2,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Conduct training sessions and maintain attendance logs.,1/4/2023,1/17/2023,Closed
AUD-01032,SPLR-010,11/11/2022,IATF 16949,8.2,Observation,Minor,Traceability records incomplete for critical components.,Yes,Revise and train staff on procedure adherence.,1/18/2023,1/23/2023,Closed
AUD-01033,SPLR-082,12/24/2024,ISO 9001:2015,9.1,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Enhance traceability documentation for all lot numbers.,1/27/2025,2/7/2025,Closed
AUD-01034,SPLR-049,11/15/2023,IATF 16949,5.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,12/15/2023,12/11/2023,Closed
AUD-01035,SPLR-013,8/4/2022,ISO 9001:2015,5.1,Observation,Major,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,10/10/2022,10/31/2022,Closed
AUD-01036,SPLR-097,2/3/2025,IATF 16949,10.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,3/15/2025,3/25/2025,Closed
AUD-01037,SPLR-088,12/8/2023,IATF 16949,9.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Implement formal non-conformance containment measures.,1/23/2024,1/13/2024,Closed
