supplier_id,year_month,on_time_delivery_pct,promised_lead_time_days,actual_lead_time_days,schedule_deviation_days
SPLR-057,2023-11,95.57,30,26,-4
SPLR-058,2023-11,98.96,30,34,4
SPLR-059,2023-11,96.87,30,31,1
SPLR-060,2023-11,94.95,30,30,0
SPLR-061,2023-11,99.34,30,25,-5
SPLR-062,2023-11,97.59,30,32,2
SPLR-063,2023-11,92.13,30,34,4
SPLR-064,2023-11,98.71,30,32,2
SPLR-065,2023-11,97.17,30,24,-6
SPLR-066,2023-11,99.07,30,29,-1
SPLR-067,2023-11,98.06,30,33,3
SPLR-068,2023-11,99.52,30,35,5
SPLR-069,2023-11,98.31,30,27,-3
SPLR-070,2023-11,97.62,30,31,1
SPLR-071,2023-11,100.0,30,25,-5
SPLR-072,2023-11,98.02,30,34,4
SPLR-073,2023-11,97.52,30,32,2
SPLR-074,2023-11,98.99,30,32,2
SPLR-075,2023-11,96.38,30,27,-3
SPLR-076,2023-11,98.04,30,25,-5
SPLR-077,2023-11,97.46,30,30,0
SPLR-078,2023-11,100.0,30,31,1
SPLR-079,2023-11,99.25,30,33,3
SPLR-080,2023-11,96.07,30,29,-1
SPLR-081,2023-11,100.0,30,29,-1
SPLR-082,2023-11,100.0,30,32,2
SPLR-083,2023-11,95.04,30,30,0
SPLR-084,2023-11,98.29,30,30,0
SPLR-085,2023-11,96.49,30,26,-4
SPLR-086,2023-11,97.05,30,29,-1
SPLR-087,2023-11,100.0,30,35,5
SPLR-088,2023-11,100.0,30,32,2
SPLR-089,2023-11,95.99,30,28,-2
SPLR-090,2023-11,98.42,30,28,-2
SPLR-091,2023-11,99.15,30,32,2
SPLR-092,2023-11,99.07,30,33,3
SPLR-093,2023-11,96.19,30,32,2
SPLR-094,2023-11,96.61,30,27,-3
SPLR-095,2023-11,99.06,30,33,3
SPLR-096,2023-11,98.98,30,30,0
SPLR-097,2023-11,98.62,30,30,0
SPLR-098,2023-11,95.75,30,26,-4
SPLR-099,2023-11,97.84,30,30,0
SPLR-100,2023-11,98.02,30,32,2
SPLR-001,2023-12,97.03,27,29,2
SPLR-002,2023-12,97.17,27,32,5
SPLR-003,2023-12,97.63,27,34,7
SPLR-004,2023-12,98.17,27,26,-1
SPLR-005,2023-12,95.67,27,23,-4
SPLR-006,2023-12,95.48,27,24,-3
SPLR-007,2023-12,98.25,27,25,-2
SPLR-008,2023-12,97.84,27,31,4
SPLR-009,2023-12,97.29,27,33,6
SPLR-010,2023-12,95.11,27,27,0
SPLR-011,2023-12,96.39,27,30,3
SPLR-012,2023-12,92.98,27,23,-4
SPLR-013,2023-12,97.25,27,32,5
SPLR-014,2023-12,97.92,27,23,-4
SPLR-015,2023-12,95.07,27,32,5
SPLR-016,2023-12,96.22,27,24,-3
SPLR-017,2023-12,100.0,27,30,3
SPLR-018,2023-12,100.0,27,24,-3
SPLR-019,2023-12,94.41,27,27,0
SPLR-020,2023-12,98.13,27,28,1
SPLR-021,2023-12,100.0,27,22,-5
SPLR-022,2023-12,99.18,27,24,-3
SPLR-023,2023-12,99.18,27,26,-1
SPLR-024,2023-12,95.84,27,25,-2
SPLR-025,2023-12,94.57,27,27,0
SPLR-026,2023-12,95.92,27,29,2
SPLR-027,2023-12,98.74,27,32,5
SPLR-028,2023-12,98.2,27,29,2
SPLR-029,2023-12,100.0,27,25,-2
SPLR-030,2023-12,94.49,27,28,1
SPLR-031,2023-12,94.62,27,34,7
SPLR-032,2023-12,100.0,27,33,6
SPLR-033,2023-12,97.59,27,29,2
SPLR-034,2023-12,96.55,27,30,3
SPLR-035,2023-12,95.03,27,19,-8
SPLR-036,2023-12,95.88,27,23,-4
SPLR-037,2023-12,100.0,27,32,5
SPLR-038,2023-12,94.66,27,31,4
SPLR-039,2023-12,99.37,27,22,-5
SPLR-040,2023-12,96.68,27,25,-2
SPLR-041,2023-12,98.96,27,23,-4
SPLR-042,2023-12,97.27,27,25,-2
SPLR-043,2023-12,98.41,27,26,-1
SPLR-044,2023-12,96.39,27,26,-1
SPLR-045,2023-12,100.0,27,26,-1
SPLR-046,2023-12,95.38,27,29,2
SPLR-047,2023-12,97.18,27,23,-4
SPLR-048,2023-12,100.0,27,26,-1
SPLR-049,2023-12,96.71,27,27,0
SPLR-050,2023-12,100.0,27,22,-5
SPLR-051,2023-12,98.02,27,33,6
SPLR-052,2023-12,97.72,27,23,-4
SPLR-053,2023-12,96.23,27,28,1
SPLR-054,2023-12,100.0,27,26,-1
SPLR-055,2023-12,99.12,27,23,-4
SPLR-056,2023-12,94.58,27,26,-1
SPLR-057,2023-12,100.0,27,27,0
SPLR-058,2023-12,98.04,27,28,1
SPLR-059,2023-12,99.68,27,25,-2
SPLR-060,2023-12,98.84,27,25,-2
SPLR-061,2023-12,100.0,27,25,-2
SPLR-062,2023-12,95.7,27,29,2
SPLR-063,2023-12,97.62,27,28,1
SPLR-064,2023-12,97.92,27,24,-3
SPLR-065,2023-12,100.0,27,30,3
SPLR-066,2023-12,100.0,27,25,-2
SPLR-067,2023-12,98.3,27,28,1
SPLR-068,2023-12,99.72,27,30,3
SPLR-069,2023-12,97.85,27,22,-5
SPLR-070,2023-12,100.0,27,29,2
SPLR-071,2023-12,96.25,27,28,1
SPLR-072,2023-12,94.44,27,30,3
SPLR-073,2023-12,94.52,27,26,-1
SPLR-074,2023-12,97.95,27,30,3
SPLR-075,2023-12,97.68,27,29,2
SPLR-076,2023-12,97.41,27,27,0
SPLR-077,2023-12,97.64,27,26,-1
SPLR-078,2023-12,94.09,27,25,-2
SPLR-079,2023-12,97.95,27,26,-1
SPLR-080,2023-12,97.15,27,26,-1
SPLR-081,2023-12,95.74,27,26,-1
SPLR-082,2023-12,96.85,27,27,0
SPLR-083,2023-12,98.25,27,26,-1
SPLR-084,2023-12,95.4,27,23,-4
SPLR-085,2023-12,100.0,27,24,-3
SPLR-086,2023-12,96.43,27,29,2
SPLR-087,2023-12,98.19,27,29,2
SPLR-088,2023-12,96.58,27,28,1
SPLR-089,2023-12,97.59,27,26,-1
SPLR-090,2023-12,97.95,27,30,3
SPLR-091,2023-12,97.42,27,27,0
SPLR-092,2023-12,99.6,27,30,3
SPLR-093,2023-12,100.0,27,22,-5
SPLR-094,2023-12,99.27,27,29,2
SPLR-095,2023-12,95.69,27,28,1
SPLR-096,2023-12,99.57,27,25,-2
SPLR-097,2023-12,98.35,27,30,3
SPLR-098,2023-12,95.32,27,27,0
SPLR-099,2023-12,98.07,27,25,-2
SPLR-100,2023-12,95.71,27,27,0
SPLR-001,2024-01,97.6,25,27,2
SPLR-002,2024-01,94.28,25,27,2
SPLR-003,2024-01,94.33,25,20,-5
SPLR-004,2024-01,95.27,25,29,4
SPLR-005,2024-01,97.31,25,25,0
SPLR-006,2024-01,95.17,25,24,-1
SPLR-007,2024-01,96.22,25,22,-3
SPLR-008,2024-01,95.3,25,25,0
SPLR-009,2024-01,93.3,25,23,-2
SPLR-010,2024-01,96.82,25,25,0
SPLR-011,2024-01,95.38,25,22,-3
SPLR-012,2024-01,99.15,25,23,-2
SPLR-013,2024-01,96.5,25,24,-1
SPLR-014,2024-01,96.07,25,27,2
SPLR-015,2024-01,93.26,25,25,0
SPLR-016,2024-01,98.38,25,30,5
SPLR-017,2024-01,95.74,25,25,0
SPLR-018,2024-01,100.0,25,29,4
SPLR-019,2024-01,94.77,25,23,-2
SPLR-020,2024-01,97.91,25,22,-3
SPLR-021,2024-01,98.18,25,26,1
SPLR-022,2024-01,97.04,25,24,-1
SPLR-023,2024-01,94.74,25,30,5
SPLR-024,2024-01,95.51,25,24,-1
SPLR-025,2024-01,95.84,25,26,1
SPLR-026,2024-01,93.94,25,23,-2
SPLR-027,2024-01,94.76,25,28,3
SPLR-028,2024-01,94.23,25,20,-5
SPLR-029,2024-01,92.07,25,21,-4
SPLR-030,2024-01,98.72,25,25,0
SPLR-031,2024-01,97.0,25,27,2
SPLR-032,2024-01,96.11,25,25,0
SPLR-033,2024-01,98.09,25,26,1
SPLR-034,2024-01,98.8,25,27,2
SPLR-035,2024-01,94.76,25,24,-1
SPLR-036,2024-01,94.55,25,29,4
SPLR-037,2024-01,95.19,25,23,-2
SPLR-038,2024-01,96.64,25,25,0
SPLR-039,2024-01,96.59,25,31,6
SPLR-040,2024-01,97.83,25,25,0
SPLR-041,2024-01,93.18,25,24,-1
SPLR-042,2024-01,97.42,25,22,-3
SPLR-043,2024-01,100.0,25,25,0
SPLR-044,2024-01,96.1,25,23,-2
SPLR-045,2024-01,96.99,25,22,-3
SPLR-046,2024-01,100.0,25,29,4
SPLR-047,2024-01,97.97,25,21,-4
SPLR-048,2024-01,96.41,25,29,4
SPLR-049,2024-01,97.19,25,22,-3
SPLR-050,2024-01,94.7,25,24,-1
SPLR-051,2024-01,94.79,25,30,5
SPLR-052,2024-01,92.16,25,27,2
SPLR-053,2024-01,93.42,25,22,-3
SPLR-054,2024-01,91.98,25,24,-1
SPLR-055,2024-01,99.02,25,26,1
SPLR-056,2024-01,93.6,25,28,3
SPLR-057,2024-01,98.46,25,25,0
SPLR-058,2024-01,100.0,25,28,3
SPLR-059,2024-01,97.37,25,23,-2
SPLR-060,2024-01,97.25,25,26,1
SPLR-061,2024-01,97.04,25,23,-2
SPLR-062,2024-01,96.26,25,23,-2
SPLR-063,2024-01,91.71,25,28,3
SPLR-064,2024-01,93.0,25,25,0
SPLR-065,2024-01,96.67,25,26,1
SPLR-066,2024-01,95.43,25,26,1
SPLR-067,2024-01,96.94,25,27,2
SPLR-068,2024-01,99.47,25,26,1
SPLR-069,2024-01,96.13,25,22,-3
SPLR-070,2024-01,96.87,25,27,2
SPLR-071,2024-01,95.62,25,27,2
SPLR-072,2024-01,95.41,25,27,2
SPLR-073,2024-01,97.83,25,28,3
SPLR-074,2024-01,96.24,25,22,-3
SPLR-075,2024-01,94.78,25,27,2
SPLR-076,2024-01,100.0,25,24,-1
SPLR-077,2024-01,96.91,25,24,-1
SPLR-078,2024-01,94.05,25,23,-2
SPLR-079,2024-01,91.84,25,29,4
SPLR-080,2024-01,91.54,25,24,-1
SPLR-081,2024-01,93.64,25,23,-2
SPLR-082,2024-01,98.75,25,26,1
SPLR-083,2024-01,94.07,25,23,-2
SPLR-084,2024-01,94.47,25,25,0
SPLR-085,2024-01,96.35,25,31,6
SPLR-086,2024-01,92.17,25,25,0
SPLR-087,2024-01,95.37,25,28,3
SPLR-088,2024-01,96.71,25,27,2
SPLR-089,2024-01,96.69,25,22,-3
SPLR-090,2024-01,98.42,25,28,3
SPLR-091,2024-01,97.83,25,29,4
SPLR-092,2024-01,96.84,25,30,5
SPLR-093,2024-01,96.76,25,25,0
SPLR-094,2024-01,95.99,25,25,0
SPLR-095,2024-01,94.96,25,30,5
SPLR-096,2024-01,96.59,25,25,0
SPLR-097,2024-01,96.78,25,34,9
SPLR-098,2024-01,93.74,25,23,-2
SPLR-099,2024-01,93.24,25,24,-1
SPLR-100,2024-01,96.49,25,24,-1
SPLR-001,2024-02,92.92,25,25,0
SPLR-002,2024-02,93.0,25,25,0
SPLR-003,2024-02,96.23,25,27,2
SPLR-004,2024-02,95.76,25,28,3
SPLR-005,2024-02,94.57,25,24,-1
SPLR-006,2024-02,92.46,25,23,-2
SPLR-007,2024-02,92.95,25,27,2
SPLR-008,2024-02,94.69,25,27,2
SPLR-009,2024-02,91.68,25,29,4
SPLR-010,2024-02,93.15,25,21,-4
SPLR-011,2024-02,93.12,25,32,7
SPLR-012,2024-02,93.22,25,24,-1
SPLR-013,2024-02,93.62,25,24,-1
SPLR-014,2024-02,92.44,25,25,0
SPLR-015,2024-02,96.15,25,25,0
SPLR-016,2024-02,91.78,25,23,-2
SPLR-017,2024-02,92.9,25,25,0
SPLR-018,2024-02,96.66,25,24,-1
SPLR-019,2024-02,93.82,25,30,5
SPLR-020,2024-02,95.75,25,26,1
SPLR-021,2024-02,97.92,25,26,1
SPLR-022,2024-02,90.03,25,27,2
SPLR-023,2024-02,90.82,25,26,1
SPLR-024,2024-02,90.57,25,23,-2
SPLR-025,2024-02,93.27,25,22,-3
SPLR-026,2024-02,93.3,25,28,3
SPLR-027,2024-02,92.57,25,26,1
SPLR-028,2024-02,92.07,25,24,-1
SPLR-029,2024-02,94.65,25,22,-3
SPLR-030,2024-02,91.38,25,26,1
SPLR-031,2024-02,96.25,25,24,-1
SPLR-032,2024-02,93.09,25,25,0
SPLR-033,2024-02,94.11,25,25,0
SPLR-034,2024-02,88.94,25,21,-4
SPLR-035,2024-02,92.31,25,25,0
SPLR-036,2024-02,94.37,25,26,1
SPLR-037,2024-02,94.52,25,21,-4
SPLR-038,2024-02,96.89,25,28,3
SPLR-039,2024-02,91.48,25,25,0
SPLR-040,2024-02,92.81,25,25,0
SPLR-041,2024-02,96.11,25,31,6
SPLR-042,2024-02,95.5,25,25,0
SPLR-043,2024-02,93.32,25,25,0
SPLR-044,2024-02,96.72,25,24,-1
SPLR-045,2024-02,92.23,25,20,-5
SPLR-046,2024-02,95.03,25,25,0
SPLR-047,2024-02,92.71,25,28,3
SPLR-048,2024-02,93.16,25,24,-1
SPLR-049,2024-02,93.97,25,23,-2
SPLR-050,2024-02,94.47,25,28,3
SPLR-051,2024-02,91.72,25,26,1
SPLR-052,2024-02,94.34,25,25,0
SPLR-053,2024-02,95.74,25,25,0
SPLR-054,2024-02,94.96,25,27,2
SPLR-055,2024-02,92.99,25,25,0
SPLR-056,2024-02,93.5,25,24,-1
SPLR-057,2024-02,93.36,25,26,1
SPLR-058,2024-02,94.16,25,26,1
SPLR-059,2024-02,93.96,25,20,-5
SPLR-060,2024-02,94.06,25,25,0
SPLR-061,2024-02,94.49,25,23,-2
SPLR-062,2024-02,91.61,25,26,1
SPLR-063,2024-02,93.45,25,25,0
SPLR-064,2024-02,93.44,25,24,-1
SPLR-065,2024-02,93.1,25,22,-3
SPLR-066,2024-02,94.95,25,23,-2
SPLR-067,2024-02,94.33,25,26,1
SPLR-068,2024-02,92.83,25,21,-4
SPLR-069,2024-02,98.85,25,23,-2
SPLR-070,2024-02,95.25,25,30,5
SPLR-071,2024-02,95.58,25,24,-1
SPLR-072,2024-02,93.87,25,22,-3
SPLR-073,2024-02,95.76,25,26,1
SPLR-074,2024-02,92.97,25,21,-4
SPLR-075,2024-02,91.36,25,27,2
SPLR-076,2024-02,94.24,25,25,0
SPLR-077,2024-02,92.35,25,20,-5
SPLR-078,2024-02,95.93,25,25,0
SPLR-079,2024-02,95.81,25,23,-2
SPLR-080,2024-02,93.53,25,27,2
SPLR-081,2024-02,95.46,25,27,2
SPLR-082,2024-02,93.41,25,26,1
SPLR-083,2024-02,96.22,25,24,-1
SPLR-084,2024-02,92.97,25,29,4
SPLR-085,2024-02,92.69,25,26,1
SPLR-086,2024-02,93.88,25,19,-6
SPLR-087,2024-02,96.26,25,16,-9
SPLR-088,2024-02,90.03,25,26,1
SPLR-089,2024-02,95.05,25,23,-2
SPLR-090,2024-02,94.3,25,17,-8
SPLR-091,2024-02,95.41,25,25,0
SPLR-092,2024-02,93.91,25,25,0
SPLR-093,2024-02,94.99,25,24,-1
SPLR-094,2024-02,90.25,25,31,6
SPLR-095,2024-02,96.4,25,21,-4
SPLR-096,2024-02,93.31,25,24,-1
SPLR-097,2024-02,96.16,25,18,-7
SPLR-098,2024-02,93.0,25,19,-6
SPLR-099,2024-02,93.43,25,23,-2
SPLR-100,2024-02,94.16,25,23,-2
SPLR-001,2024-03,85.5,25,25,0
SPLR-002,2024-03,87.91,25,24,-1
SPLR-003,2024-03,86.65,25,21,-4
SPLR-004,2024-03,86.76,25,24,-1
SPLR-005,2024-03,82.65,25,24,-1
SPLR-006,2024-03,87.62,25,23,-2
SPLR-007,2024-03,86.7,25,15,-10
SPLR-008,2024-03,86.12,25,28,3
SPLR-009,2024-03,87.03,25,22,-3
SPLR-010,2024-03,87.03,25,24,-1
SPLR-011,2024-03,88.32,25,22,-3
SPLR-012,2024-03,87.85,25,28,3
SPLR-013,2024-03,89.01,25,30,5
SPLR-014,2024-03,85.69,25,28,3
SPLR-015,2024-03,85.42,25,24,-1
SPLR-016,2024-03,88.46,25,21,-4
SPLR-017,2024-03,87.18,25,25,0
SPLR-018,2024-03,85.58,25,28,3
SPLR-019,2024-03,84.23,25,28,3
SPLR-020,2024-03,89.0,25,22,-3
SPLR-021,2024-03,86.19,25,21,-4
SPLR-022,2024-03,86.73,25,23,-2
SPLR-023,2024-03,89.51,25,29,4
SPLR-024,2024-03,87.4,25,20,-5
SPLR-025,2024-03,85.91,25,22,-3
SPLR-026,2024-03,84.94,25,19,-6
SPLR-027,2024-03,91.19,25,24,-1
SPLR-028,2024-03,85.33,25,25,0
SPLR-029,2024-03,84.64,25,19,-6
SPLR-030,2024-03,85.39,25,28,3
SPLR-031,2024-03,86.49,25,15,-10
SPLR-032,2024-03,89.42,25,22,-3
SPLR-033,2024-03,83.3,25,22,-3
SPLR-034,2024-03,88.04,25,24,-1
SPLR-035,2024-03,90.6,25,20,-5
SPLR-036,2024-03,87.09,25,21,-4
SPLR-037,2024-03,83.92,25,25,0
SPLR-038,2024-03,87.93,25,24,-1
SPLR-039,2024-03,87.85,25,21,-4
SPLR-040,2024-03,84.99,25,23,-2
SPLR-041,2024-03,89.32,25,27,2
SPLR-042,2024-03,88.59,25,23,-2
SPLR-043,2024-03,87.54,25,23,-2
SPLR-044,2024-03,84.95,25,23,-2
SPLR-045,2024-03,84.33,25,22,-3
SPLR-046,2024-03,90.27,25,25,0
SPLR-047,2024-03,85.15,25,22,-3
SPLR-048,2024-03,85.33,25,22,-3
SPLR-049,2024-03,89.08,25,25,0
SPLR-050,2024-03,91.97,25,26,1
SPLR-051,2024-03,87.41,25,25,0
SPLR-052,2024-03,86.6,25,19,-6
SPLR-053,2024-03,89.61,25,26,1
SPLR-054,2024-03,86.52,25,23,-2
SPLR-055,2024-03,89.48,25,25,0
SPLR-056,2024-03,84.07,25,23,-2
SPLR-057,2024-03,86.66,25,26,1
SPLR-058,2024-03,89.06,25,27,2
SPLR-059,2024-03,84.76,25,20,-5
SPLR-060,2024-03,89.23,25,21,-4
SPLR-061,2024-03,83.96,25,24,-1
SPLR-062,2024-03,85.91,25,28,3
SPLR-063,2024-03,87.59,25,23,-2
SPLR-064,2024-03,86.26,25,27,2
SPLR-065,2024-03,87.72,25,21,-4
SPLR-066,2024-03,85.41,25,22,-3
SPLR-067,2024-03,85.04,25,26,1
SPLR-068,2024-03,83.38,25,22,-3
SPLR-069,2024-03,88.22,25,24,-1
SPLR-070,2024-03,85.57,25,25,0
SPLR-071,2024-03,85.23,25,23,-2
SPLR-072,2024-03,88.3,25,24,-1
SPLR-073,2024-03,85.65,25,26,1
SPLR-074,2024-03,87.17,25,25,0
SPLR-075,2024-03,90.06,25,26,1
SPLR-076,2024-03,89.24,25,23,-2
SPLR-077,2024-03,88.59,25,23,-2
SPLR-078,2024-03,84.58,25,24,-1
SPLR-079,2024-03,87.51,25,24,-1
SPLR-080,2024-03,86.74,25,20,-5
SPLR-081,2024-03,88.31,25,19,-6
SPLR-082,2024-03,89.92,25,22,-3
SPLR-083,2024-03,87.49,25,24,-1
SPLR-084,2024-03,88.18,25,18,-7
SPLR-085,2024-03,88.65,25,24,-1
SPLR-086,2024-03,85.73,25,20,-5
SPLR-087,2024-03,86.33,25,19,-6
SPLR-088,2024-03,90.44,25,27,2
SPLR-089,2024-03,87.9,25,22,-3
SPLR-090,2024-03,86.61,25,25,0
SPLR-091,2024-03,90.52,25,21,-4
SPLR-092,2024-03,84.76,25,27,2
SPLR-093,2024-03,83.43,25,20,-5
SPLR-094,2024-03,86.51,25,18,-7
SPLR-095,2024-03,89.22,25,25,0
SPLR-096,2024-03,85.85,25,27,2
SPLR-097,2024-03,89.9,25,22,-3
SPLR-098,2024-03,86.1,25,29,4
SPLR-099,2024-03,88.44,25,23,-2
SPLR-100,2024-03,89.73,25,24,-1
SPLR-001,2024-04,89.52,27,27,0
SPLR-002,2024-04,92.61,27,21,-6
SPLR-003,2024-04,89.96,27,31,4
SPLR-004,2024-04,89.51,27,32,5
SPLR-005,2024-04,93.37,27,27,0
SPLR-006,2024-04,89.4,27,26,-1
SPLR-007,2024-04,95.87,27,33,6
SPLR-008,2024-04,90.79,27,25,-2
SPLR-009,2024-04,90.77,27,28,1
SPLR-010,2024-04,88.05,27,27,0
SPLR-011,2024-04,93.18,27,22,-5
SPLR-012,2024-04,92.19,27,31,4
SPLR-013,2024-04,89.41,27,32,5
SPLR-014,2024-04,89.16,27,28,1
SPLR-015,2024-04,89.92,27,26,-1
SPLR-016,2024-04,89.3,27,29,2
SPLR-017,2024-04,92.23,27,27,0
SPLR-018,2024-04,87.82,27,28,1
SPLR-019,2024-04,91.38,27,26,-1
SPLR-020,2024-04,94.27,27,22,-5
SPLR-021,2024-04,86.1,27,25,-2
SPLR-022,2024-04,91.96,27,24,-3
SPLR-023,2024-04,88.57,27,30,3
SPLR-024,2024-04,91.46,27,28,1
SPLR-025,2024-04,92.1,27,26,-1
SPLR-026,2024-04,89.78,27,29,2
SPLR-027,2024-04,87.85,27,21,-6
SPLR-028,2024-04,89.67,27,30,3
SPLR-029,2024-04,91.05,27,30,3
SPLR-030,2024-04,86.5,27,28,1
SPLR-031,2024-04,91.84,27,23,-4
SPLR-032,2024-04,92.26,27,27,0
SPLR-033,2024-04,96.68,27,20,-7
SPLR-034,2024-04,93.27,27,26,-1
SPLR-035,2024-04,87.3,27,25,-2
SPLR-036,2024-04,91.09,27,30,3
SPLR-037,2024-04,93.98,27,31,4
SPLR-038,2024-04,88.61,27,30,3
SPLR-039,2024-04,91.32,27,25,-2
SPLR-040,2024-04,90.11,27,25,-2
SPLR-041,2024-04,90.61,27,25,-2
SPLR-042,2024-04,88.48,27,28,1
SPLR-043,2024-04,91.79,27,26,-1
SPLR-044,2024-04,93.27,27,26,-1
SPLR-045,2024-04,89.93,27,29,2
SPLR-046,2024-04,90.27,27,27,0
SPLR-047,2024-04,85.5,27,27,0
SPLR-048,2024-04,86.88,27,23,-4
SPLR-049,2024-04,87.87,27,24,-3
SPLR-050,2024-04,89.44,27,26,-1
SPLR-051,2024-04,91.86,27,28,1
SPLR-052,2024-04,86.73,27,27,0
SPLR-053,2024-04,91.17,27,26,-1
SPLR-054,2024-04,90.41,27,28,1
SPLR-055,2024-04,92.07,27,22,-5
SPLR-056,2024-04,90.05,27,32,5
SPLR-057,2024-04,93.37,27,30,3
SPLR-058,2024-04,91.61,27,32,5
SPLR-059,2024-04,94.37,27,27,0
SPLR-060,2024-04,88.6,27,26,-1
SPLR-061,2024-04,96.73,27,22,-5
SPLR-062,2024-04,89.59,27,23,-4
SPLR-063,2024-04,90.79,27,23,-4
SPLR-064,2024-04,90.32,27,21,-6
SPLR-065,2024-04,91.77,27,31,4
SPLR-066,2024-04,89.77,27,27,0
SPLR-067,2024-04,90.21,27,28,1
SPLR-068,2024-04,90.46,27,29,2
SPLR-069,2024-04,93.0,27,25,-2
SPLR-070,2024-04,89.92,27,30,3
SPLR-071,2024-04,87.69,27,21,-6
SPLR-072,2024-04,90.99,27,28,1
SPLR-073,2024-04,89.09,27,25,-2
SPLR-074,2024-04,89.02,27,24,-3
SPLR-075,2024-04,91.92,27,23,-4
SPLR-076,2024-04,90.0,27,24,-3
SPLR-077,2024-04,87.63,27,30,3
SPLR-078,2024-04,89.5,27,28,1
SPLR-079,2024-04,87.52,27,25,-2
SPLR-080,2024-04,92.05,27,35,8
SPLR-081,2024-04,86.58,27,26,-1
SPLR-082,2024-04,91.36,27,25,-2
SPLR-083,2024-04,92.23,27,24,-3
SPLR-084,2024-04,90.84,27,25,-2
SPLR-085,2024-04,92.97,27,25,-2
SPLR-086,2024-04,89.83,27,30,3
SPLR-087,2024-04,88.48,27,27,0
SPLR-088,2024-04,86.89,27,24,-3
SPLR-089,2024-04,91.3,27,24,-3
SPLR-090,2024-04,89.45,27,28,1
SPLR-091,2024-04,89.38,27,29,2
SPLR-092,2024-04,90.97,27,28,1
SPLR-093,2024-04,93.02,27,28,1
SPLR-094,2024-04,93.61,27,30,3
SPLR-095,2024-04,89.49,27,31,4
SPLR-096,2024-04,91.06,27,26,-1
SPLR-097,2024-04,91.09,27,30,3
SPLR-098,2024-04,91.45,27,32,5
SPLR-099,2024-04,92.71,27,29,2
SPLR-100,2024-04,88.48,27,26,-1
SPLR-001,2024-05,90.14,30,32,2
SPLR-002,2024-05,91.27,30,30,0
SPLR-003,2024-05,90.24,30,32,2
SPLR-004,2024-05,88.28,30,35,5
SPLR-005,2024-05,85.91,30,34,4
SPLR-006,2024-05,89.91,30,33,3
SPLR-007,2024-05,90.73,30,31,1
SPLR-008,2024-05,91.11,30,32,2
SPLR-009,2024-05,89.34,30,33,3
SPLR-010,2024-05,87.83,30,29,-1
SPLR-011,2024-05,91.67,30,32,2
SPLR-012,2024-05,90.92,30,28,-2
SPLR-013,2024-05,91.79,30,27,-3
SPLR-014,2024-05,93.5,30,29,-1
SPLR-015,2024-05,86.92,30,26,-4
SPLR-016,2024-05,90.09,30,30,0
SPLR-017,2024-05,93.94,30,26,-4
SPLR-018,2024-05,90.08,30,26,-4
SPLR-019,2024-05,89.01,30,35,5
SPLR-020,2024-05,87.73,30,31,1
SPLR-021,2024-05,90.79,30,29,-1
SPLR-022,2024-05,91.04,30,26,-4
SPLR-023,2024-05,93.31,30,35,5
SPLR-024,2024-05,90.09,30,37,7
SPLR-025,2024-05,89.2,30,31,1
SPLR-026,2024-05,92.86,30,28,-2
SPLR-027,2024-05,87.24,30,25,-5
SPLR-028,2024-05,94.12,30,28,-2
SPLR-029,2024-05,89.63,30,26,-4
SPLR-030,2024-05,91.9,30,27,-3
SPLR-031,2024-05,89.02,30,30,0
SPLR-032,2024-05,87.87,30,29,-1
SPLR-033,2024-05,92.8,30,31,1
SPLR-034,2024-05,90.26,30,30,0
SPLR-035,2024-05,89.22,30,35,5
SPLR-036,2024-05,88.38,30,30,0
SPLR-037,2024-05,90.23,30,33,3
SPLR-038,2024-05,92.21,30,29,-1
SPLR-039,2024-05,90.58,30,30,0
SPLR-040,2024-05,85.46,30,25,-5
SPLR-041,2024-05,88.79,30,28,-2
SPLR-042,2024-05,87.6,30,32,2
SPLR-043,2024-05,90.0,30,29,-1
SPLR-044,2024-05,87.49,30,29,-1
SPLR-045,2024-05,84.75,30,29,-1
SPLR-046,2024-05,90.13,30,30,0
SPLR-047,2024-05,86.87,30,30,0
SPLR-048,2024-05,87.92,30,27,-3
SPLR-049,2024-05,91.44,30,36,6
SPLR-050,2024-05,90.1,30,27,-3
SPLR-051,2024-05,90.38,30,32,2
SPLR-052,2024-05,91.24,30,38,8
SPLR-053,2024-05,88.57,30,30,0
SPLR-054,2024-05,93.1,30,34,4
SPLR-055,2024-05,86.1,30,29,-1
SPLR-056,2024-05,92.97,30,38,8
SPLR-057,2024-05,91.41,30,28,-2
SPLR-058,2024-05,87.98,30,36,6
SPLR-059,2024-05,91.46,30,27,-3
SPLR-060,2024-05,89.59,30,30,0
SPLR-061,2024-05,91.09,30,27,-3
SPLR-062,2024-05,88.77,30,25,-5
SPLR-063,2024-05,92.08,30,28,-2
SPLR-064,2024-05,90.93,30,34,4
SPLR-065,2024-05,90.44,30,29,-1
SPLR-066,2024-05,90.39,30,30,0
SPLR-067,2024-05,92.49,30,30,0
SPLR-068,2024-05,88.91,30,33,3
SPLR-069,2024-05,92.46,30,25,-5
SPLR-070,2024-05,93.07,30,31,1
SPLR-071,2024-05,90.57,30,33,3
SPLR-072,2024-05,88.87,30,32,2
SPLR-073,2024-05,89.25,30,25,-5
SPLR-074,2024-05,88.0,30,31,1
SPLR-075,2024-05,88.11,30,34,4
SPLR-076,2024-05,92.38,30,34,4
