supplier_id,category,year_month,defect_rate_ppm,rework_percentage,ncr_count
SPLR-061,Tier 2,2023-07,1002.42,30.29,4
SPLR-062,Tier 3,2023-07,1058.27,23.94,1
SPLR-063,Tier 3,2023-07,1631.46,20.74,0
SPLR-064,Tier 2,2023-07,1074.63,16.23,0
SPLR-065,Tier 1,2023-07,1109.4,39.59,1
SPLR-066,Tier 2,2023-07,1136.88,14.63,1
SPLR-067,Tier 3,2023-07,1249.01,29.87,0
SPLR-068,Tier 3,2023-07,904.97,22.23,0
SPLR-069,Tier 3,2023-07,1004.28,20.02,1
SPLR-070,Tier 2,2023-07,855.83,15.73,1
SPLR-071,Tier 3,2023-07,1125.79,22.77,1
SPLR-072,Tier 2,2023-07,1305.62,15.22,3
SPLR-073,Tier 2,2023-07,917.13,33.66,1
SPLR-074,Tier 3,2023-07,1196.41,22.04,0
SPLR-075,Tier 3,2023-07,921.73,17.39,2
SPLR-076,Tier 3,2023-07,1019.59,22.45,1
SPLR-077,Tier 3,2023-07,1662.91,29.14,0
SPLR-078,Tier 1,2023-07,1103.0,31.94,0
SPLR-079,Tier 3,2023-07,1103.38,19.61,1
SPLR-080,Tier 3,2023-07,1154.93,27.52,0
SPLR-081,Tier 3,2023-07,929.4,28.21,0
SPLR-082,Tier 2,2023-07,1493.2,25.07,0
SPLR-083,Tier 1,2023-07,1005.85,12.27,2
SPLR-084,Tier 3,2023-07,1205.98,29.79,0
SPLR-085,Tier 2,2023-07,947.89,33.34,0
SPLR-086,Tier 3,2023-07,1144.04,35.34,1
SPLR-087,Tier 2,2023-07,1117.95,29.19,0
SPLR-088,Tier 3,2023-07,1439.44,23.45,1
SPLR-089,Tier 2,2023-07,1025.2,27.55,2
SPLR-090,Tier 1,2023-07,1254.6,27.12,0
SPLR-091,Tier 3,2023-07,1006.77,29.08,0
SPLR-092,Tier 2,2023-07,994.89,17.59,0
SPLR-093,Tier 3,2023-07,934.24,23.0,0
SPLR-094,Tier 2,2023-07,807.05,35.11,0
SPLR-095,Tier 3,2023-07,1176.13,26.44,1
SPLR-096,Tier 3,2023-07,961.09,27.31,0
SPLR-097,Tier 1,2023-07,1317.85,22.26,1
SPLR-098,Tier 3,2023-07,850.56,28.62,0
SPLR-099,Tier 2,2023-07,1584.65,26.88,0
SPLR-100,Tier 3,2023-07,1005.16,28.92,1
SPLR-001,Tier 3,2023-08,830.16,18.69,0
SPLR-002,Tier 3,2023-08,1222.84,19.6,1
SPLR-003,Tier 1,2023-08,1255.36,31.12,2
SPLR-004,Tier 3,2023-08,1437.43,27.28,0
SPLR-005,Tier 3,2023-08,1009.66,15.66,2
SPLR-006,Tier 1,2023-08,1227.06,26.39,0
SPLR-007,Tier 1,2023-08,1242.24,20.1,3
SPLR-008,Tier 3,2023-08,825.68,23.27,0
SPLR-009,Tier 2,2023-08,1030.37,31.17,1
SPLR-010,Tier 2,2023-08,961.39,23.7,2
SPLR-011,Tier 3,2023-08,906.2,22.74,0
SPLR-012,Tier 3,2023-08,1315.97,26.05,0
SPLR-013,Tier 3,2023-08,809.6,21.51,0
SPLR-014,Tier 3,2023-08,982.05,23.73,0
SPLR-015,Tier 2,2023-08,1349.93,24.08,2
SPLR-016,Tier 3,2023-08,941.64,22.51,0
SPLR-017,Tier 3,2023-08,1275.69,21.66,2
SPLR-018,Tier 3,2023-08,1016.57,28.85,0
SPLR-019,Tier 2,2023-08,1149.98,29.57,0
SPLR-020,Tier 3,2023-08,796.22,22.19,1
SPLR-021,Tier 2,2023-08,1029.93,13.99,1
SPLR-022,Tier 1,2023-08,1208.93,26.88,5
SPLR-023,Tier 3,2023-08,806.32,20.48,0
SPLR-024,Tier 2,2023-08,966.29,23.54,1
SPLR-025,Tier 2,2023-08,1037.14,23.36,1
SPLR-026,Tier 3,2023-08,1215.25,29.02,0
SPLR-027,Tier 2,2023-08,865.04,19.37,1
SPLR-028,Tier 2,2023-08,888.12,24.66,0
SPLR-029,Tier 2,2023-08,1052.04,34.27,3
SPLR-030,Tier 3,2023-08,984.6,27.69,0
SPLR-031,Tier 2,2023-08,918.66,33.42,1
SPLR-032,Tier 3,2023-08,1259.8,25.12,1
SPLR-033,Tier 2,2023-08,1380.84,17.44,0
SPLR-034,Tier 1,2023-08,1015.12,18.5,2
SPLR-035,Tier 3,2023-08,1102.52,25.75,0
SPLR-036,Tier 2,2023-08,1317.85,17.62,0
SPLR-037,Tier 3,2023-08,1130.05,28.67,0
SPLR-038,Tier 2,2023-08,1094.48,20.94,0
SPLR-039,Tier 1,2023-08,873.58,23.01,3
SPLR-040,Tier 3,2023-08,821.07,30.75,1
SPLR-041,Tier 3,2023-08,984.22,22.38,1
SPLR-042,Tier 2,2023-08,952.28,28.22,0
SPLR-043,Tier 2,2023-08,1224.28,24.73,1
SPLR-044,Tier 1,2023-08,906.97,23.02,4
SPLR-045,Tier 3,2023-08,1287.73,24.9,1
SPLR-046,Tier 3,2023-08,941.74,16.13,0
SPLR-047,Tier 3,2023-08,853.89,28.97,0
SPLR-048,Tier 3,2023-08,1225.21,21.94,1
SPLR-049,Tier 3,2023-08,1151.07,24.7,0
SPLR-050,Tier 3,2023-08,954.32,20.23,0
SPLR-051,Tier 3,2023-08,1240.27,23.89,1
SPLR-052,Tier 3,2023-08,1146.54,17.97,1
SPLR-053,Tier 1,2023-08,1471.76,19.46,3
SPLR-054,Tier 2,2023-08,897.77,23.98,2
SPLR-055,Tier 1,2023-08,1079.87,32.94,4
SPLR-056,Tier 3,2023-08,1422.4,26.91,0
SPLR-057,Tier 1,2023-08,1165.94,23.54,0
SPLR-058,Tier 3,2023-08,1049.61,33.18,0
SPLR-059,Tier 2,2023-08,1210.22,14.35,3
SPLR-060,Tier 3,2023-08,1190.54,24.42,1
SPLR-061,Tier 3,2023-08,1394.91,18.96,0
SPLR-062,Tier 3,2023-08,1169.7,18.62,0
SPLR-063,Tier 1,2023-08,1345.68,13.77,4
SPLR-064,Tier 2,2023-08,1115.03,18.09,3
SPLR-065,Tier 3,2023-08,895.36,12.34,0
SPLR-066,Tier 3,2023-08,939.09,21.08,0
SPLR-067,Tier 3,2023-08,1109.04,28.64,2
SPLR-068,Tier 3,2023-08,1003.26,25.55,0
SPLR-069,Tier 3,2023-08,1185.36,28.13,0
SPLR-070,Tier 1,2023-08,1209.01,13.73,0
SPLR-071,Tier 3,2023-08,946.03,21.69,0
SPLR-072,Tier 3,2023-08,967.57,29.31,0
SPLR-073,Tier 2,2023-08,1324.17,25.07,0
SPLR-074,Tier 3,2023-08,1040.23,21.78,1
SPLR-075,Tier 2,2023-08,1176.17,31.5,1
SPLR-076,Tier 3,2023-08,1076.7,25.59,0
SPLR-077,Tier 3,2023-08,866.57,29.76,0
SPLR-078,Tier 3,2023-08,850.57,35.68,1
SPLR-079,Tier 1,2023-08,1470.09,13.43,3
SPLR-080,Tier 3,2023-08,1406.03,21.3,0
SPLR-081,Tier 2,2023-08,1069.92,17.75,3
SPLR-082,Tier 3,2023-08,896.28,24.87,1
SPLR-083,Tier 1,2023-08,1088.42,28.45,2
SPLR-084,Tier 1,2023-08,1001.74,25.46,1
SPLR-085,Tier 1,2023-08,992.9,19.39,2
SPLR-086,Tier 1,2023-08,848.67,25.08,4
SPLR-087,Tier 2,2023-08,1010.23,32.53,1
SPLR-088,Tier 3,2023-08,822.74,29.74,0
SPLR-089,Tier 2,2023-08,944.68,26.91,0
SPLR-090,Tier 3,2023-08,1334.17,26.6,0
SPLR-091,Tier 3,2023-08,1165.19,23.62,0
SPLR-092,Tier 3,2023-08,834.2,28.43,0
SPLR-093,Tier 2,2023-08,1041.31,29.85,2
SPLR-094,Tier 3,2023-08,1097.34,18.08,2
SPLR-095,Tier 3,2023-08,1218.95,33.83,1
SPLR-096,Tier 1,2023-08,1305.2,25.47,2
SPLR-097,Tier 2,2023-08,914.08,19.08,1
SPLR-098,Tier 3,2023-08,1550.57,22.72,0
SPLR-099,Tier 3,2023-08,1474.76,24.51,1
SPLR-100,Tier 1,2023-08,935.02,26.83,1
SPLR-001,Tier 3,2023-09,946.97,29.32,2
SPLR-002,Tier 1,2023-09,1025.92,17.69,2
SPLR-003,Tier 3,2023-09,1247.16,22.2,0
SPLR-004,Tier 3,2023-09,764.16,23.01,0
SPLR-005,Tier 3,2023-09,969.94,32.84,1
SPLR-006,Tier 3,2023-09,1048.42,25.41,1
SPLR-007,Tier 3,2023-09,924.13,20.97,0
SPLR-008,Tier 3,2023-09,1029.97,29.37,1
SPLR-009,Tier 1,2023-09,1132.04,24.94,2
SPLR-010,Tier 1,2023-09,991.15,17.82,3
SPLR-011,Tier 3,2023-09,792.16,31.67,0
SPLR-012,Tier 3,2023-09,1338.88,35.35,0
SPLR-013,Tier 3,2023-09,853.15,25.1,1
SPLR-014,Tier 3,2023-09,1154.8,22.51,2
SPLR-015,Tier 2,2023-09,1093.36,19.4,0
SPLR-016,Tier 3,2023-09,977.56,17.53,0
SPLR-017,Tier 2,2023-09,1041.84,32.12,0
SPLR-018,Tier 3,2023-09,1095.68,16.27,0
SPLR-019,Tier 2,2023-09,1338.73,35.01,4
SPLR-020,Tier 3,2023-09,1006.95,21.27,3
SPLR-021,Tier 2,2023-09,1061.96,28.06,0
SPLR-022,Tier 3,2023-09,972.87,24.63,0
SPLR-023,Tier 3,2023-09,1017.3,14.57,1
SPLR-024,Tier 2,2023-09,941.35,34.49,2
SPLR-025,Tier 1,2023-09,781.79,26.34,0
SPLR-026,Tier 1,2023-09,1263.08,26.99,1
SPLR-027,Tier 2,2023-09,1173.85,23.69,0
SPLR-028,Tier 2,2023-09,966.47,25.37,0
SPLR-029,Tier 2,2023-09,1000.8,33.61,0
SPLR-030,Tier 3,2023-09,1198.88,19.83,0
SPLR-031,Tier 2,2023-09,998.26,18.93,1
SPLR-032,Tier 3,2023-09,1109.1,24.74,1
SPLR-033,Tier 3,2023-09,1301.49,24.05,0
SPLR-034,Tier 3,2023-09,1124.6,23.33,0
SPLR-035,Tier 3,2023-09,966.35,25.49,0
SPLR-036,Tier 1,2023-09,864.49,27.61,2
SPLR-037,Tier 2,2023-09,1009.87,26.01,0
SPLR-038,Tier 3,2023-09,864.65,24.87,1
SPLR-039,Tier 2,2023-09,718.75,23.95,1
SPLR-040,Tier 2,2023-09,802.79,22.44,1
SPLR-041,Tier 2,2023-09,1288.34,21.62,0
SPLR-042,Tier 2,2023-09,1088.02,27.58,0
SPLR-043,Tier 1,2023-09,973.63,24.07,1
SPLR-044,Tier 2,2023-09,948.78,34.87,1
SPLR-045,Tier 2,2023-09,817.15,39.17,1
SPLR-046,Tier 3,2023-09,975.69,21.92,1
SPLR-047,Tier 2,2023-09,839.14,26.82,3
SPLR-048,Tier 3,2023-09,1261.35,18.63,0
SPLR-049,Tier 1,2023-09,1055.64,27.96,3
SPLR-050,Tier 2,2023-09,807.26,12.47,2
SPLR-051,Tier 3,2023-09,1081.32,22.03,0
SPLR-052,Tier 2,2023-09,1186.54,21.75,2
SPLR-053,Tier 3,2023-09,1158.78,28.48,0
SPLR-054,Tier 2,2023-09,1338.23,25.68,1
SPLR-055,Tier 3,2023-09,1762.12,23.85,0
SPLR-056,Tier 2,2023-09,1140.82,28.36,1
SPLR-057,Tier 2,2023-09,912.53,26.3,0
SPLR-058,Tier 1,2023-09,697.58,28.42,1
SPLR-059,Tier 3,2023-09,863.86,23.67,1
SPLR-060,Tier 3,2023-09,885.15,30.98,0
SPLR-061,Tier 3,2023-09,1513.93,20.27,0
SPLR-062,Tier 2,2023-09,1114.06,31.81,0
SPLR-063,Tier 2,2023-09,1145.24,28.33,0
SPLR-064,Tier 1,2023-09,1118.83,22.9,2
SPLR-065,Tier 2,2023-09,1219.54,19.47,1
SPLR-066,Tier 3,2023-09,832.24,34.33,0
SPLR-067,Tier 3,2023-09,1232.54,22.27,0
SPLR-068,Tier 2,2023-09,772.61,27.08,0
SPLR-069,Tier 3,2023-09,1130.77,22.65,0
SPLR-070,Tier 3,2023-09,918.98,32.86,0
SPLR-071,Tier 2,2023-09,724.73,22.41,0
SPLR-072,Tier 3,2023-09,1315.53,18.71,1
SPLR-073,Tier 3,2023-09,844.54,24.11,0
SPLR-074,Tier 3,2023-09,961.31,21.51,0
SPLR-075,Tier 2,2023-09,1149.63,20.52,0
SPLR-076,Tier 2,2023-09,1154.93,20.45,0
SPLR-077,Tier 3,2023-09,1181.84,33.84,0
SPLR-078,Tier 1,2023-09,933.92,26.61,2
SPLR-079,Tier 3,2023-09,1291.83,26.37,2
SPLR-080,Tier 1,2023-09,947.5,20.83,3
SPLR-081,Tier 3,2023-09,840.92,17.4,1
SPLR-082,Tier 3,2023-09,815.22,30.41,1
SPLR-083,Tier 2,2023-09,1089.61,30.46,1
SPLR-084,Tier 3,2023-09,1053.0,30.3,0
SPLR-085,Tier 3,2023-09,1046.98,19.51,0
SPLR-086,Tier 1,2023-09,1462.96,20.49,4
SPLR-087,Tier 3,2023-09,803.38,19.8,0
SPLR-088,Tier 2,2023-09,1215.95,19.5,2
SPLR-089,Tier 3,2023-09,1114.56,19.69,1
SPLR-090,Tier 2,2023-09,1295.13,16.92,3
SPLR-091,Tier 3,2023-09,1132.92,20.51,1
SPLR-092,Tier 3,2023-09,1238.16,21.61,0
SPLR-093,Tier 1,2023-09,1102.53,13.43,3
SPLR-094,Tier 3,2023-09,1354.59,36.16,1
SPLR-095,Tier 3,2023-09,1082.47,17.28,1
SPLR-096,Tier 1,2023-09,971.07,30.83,2
SPLR-097,Tier 1,2023-09,1108.79,21.76,2
SPLR-098,Tier 2,2023-09,951.06,29.05,3
SPLR-099,Tier 2,2023-09,998.68,35.27,1
SPLR-100,Tier 2,2023-09,1089.09,18.12,2
SPLR-001,Tier 3,2023-10,942.01,26.63,1
SPLR-002,Tier 3,2023-10,1061.25,23.11,0
SPLR-003,Tier 2,2023-10,1173.11,21.81,0
SPLR-004,Tier 3,2023-10,1140.97,18.99,2
SPLR-005,Tier 1,2023-10,903.92,33.12,0
SPLR-006,Tier 3,2023-10,1100.82,19.82,1
SPLR-007,Tier 3,2023-10,1115.04,33.73,0
SPLR-008,Tier 2,2023-10,1170.57,23.03,2
SPLR-009,Tier 2,2023-10,1281.9,18.88,0
SPLR-010,Tier 3,2023-10,1264.63,25.86,0
SPLR-011,Tier 3,2023-10,899.55,27.8,1
SPLR-012,Tier 3,2023-10,960.04,19.86,0
SPLR-013,Tier 2,2023-10,1041.26,29.19,0
SPLR-014,Tier 3,2023-10,767.23,22.26,2
SPLR-015,Tier 2,2023-10,1121.93,30.47,0
SPLR-016,Tier 3,2023-10,1109.51,34.78,1
SPLR-017,Tier 3,2023-10,1274.14,24.33,1
SPLR-018,Tier 3,2023-10,805.8,29.84,2
SPLR-019,Tier 3,2023-10,1312.96,17.47,0
SPLR-020,Tier 3,2023-10,1073.79,22.93,0
SPLR-021,Tier 3,2023-10,806.04,22.88,0
SPLR-022,Tier 1,2023-10,1112.18,34.82,1
SPLR-023,Tier 2,2023-10,951.41,25.77,0
SPLR-024,Tier 3,2023-10,1254.79,29.09,1
SPLR-025,Tier 3,2023-10,1609.89,23.22,0
SPLR-026,Tier 3,2023-10,1367.17,27.83,0
SPLR-027,Tier 3,2023-10,849.15,20.69,1
SPLR-028,Tier 3,2023-10,1013.65,29.27,1
SPLR-029,Tier 3,2023-10,1096.9,30.13,0
SPLR-030,Tier 1,2023-10,1428.28,27.4,1
SPLR-031,Tier 3,2023-10,1644.81,28.02,0
SPLR-032,Tier 3,2023-10,1117.98,23.64,1
SPLR-033,Tier 3,2023-10,1265.46,22.51,0
SPLR-034,Tier 1,2023-10,1017.65,27.67,4
SPLR-035,Tier 3,2023-10,859.42,20.52,2
SPLR-036,Tier 1,2023-10,998.9,24.29,0
SPLR-037,Tier 3,2023-10,1430.94,26.6,0
SPLR-038,Tier 1,2023-10,856.57,21.71,1
SPLR-039,Tier 1,2023-10,1056.13,28.86,3
SPLR-040,Tier 2,2023-10,1162.89,26.23,0
SPLR-041,Tier 1,2023-10,1050.96,20.64,3
SPLR-042,Tier 3,2023-10,1128.71,21.41,1
SPLR-043,Tier 2,2023-10,973.39,26.15,1
SPLR-044,Tier 3,2023-10,920.88,30.31,0
SPLR-045,Tier 3,2023-10,875.87,26.77,1
SPLR-046,Tier 3,2023-10,911.21,27.27,1
SPLR-047,Tier 3,2023-10,820.58,22.73,1
SPLR-048,Tier 1,2023-10,1176.35,18.84,0
SPLR-049,Tier 1,2023-10,1426.23,21.11,2
SPLR-050,Tier 2,2023-10,932.93,23.74,1
SPLR-051,Tier 2,2023-10,903.04,29.17,0
SPLR-052,Tier 3,2023-10,1317.33,22.14,1
SPLR-053,Tier 3,2023-10,991.75,24.77,1
SPLR-054,Tier 2,2023-10,1079.03,28.42,0
SPLR-055,Tier 1,2023-10,1375.03,36.05,1
SPLR-056,Tier 3,2023-10,1365.87,29.33,0
SPLR-057,Tier 2,2023-10,941.42,20.65,0
SPLR-058,Tier 2,2023-10,950.92,23.28,0
SPLR-059,Tier 3,2023-10,1233.34,27.24,0
SPLR-060,Tier 3,2023-10,828.37,23.12,0
SPLR-061,Tier 3,2023-10,1110.62,29.36,0
SPLR-062,Tier 3,2023-10,853.82,16.14,1
SPLR-063,Tier 3,2023-10,1230.36,15.39,0
SPLR-064,Tier 1,2023-10,1010.3,18.4,2
SPLR-065,Tier 2,2023-10,1620.47,20.31,1
SPLR-066,Tier 3,2023-10,1120.97,30.27,0
SPLR-067,Tier 2,2023-10,1070.4,21.26,3
SPLR-068,Tier 3,2023-10,1315.69,19.62,1
SPLR-069,Tier 2,2023-10,663.55,24.25,1
SPLR-070,Tier 2,2023-10,1025.48,23.21,0
SPLR-071,Tier 2,2023-10,829.42,30.11,1
SPLR-072,Tier 3,2023-10,861.69,18.15,0
SPLR-073,Tier 2,2023-10,1636.2,34.34,1
SPLR-074,Tier 2,2023-10,1007.03,25.65,0
SPLR-075,Tier 3,2023-10,1597.66,15.69,1
SPLR-076,Tier 3,2023-10,988.25,27.8,0
SPLR-077,Tier 2,2023-10,921.18,16.79,0
SPLR-078,Tier 1,2023-10,1398.53,25.08,3
SPLR-079,Tier 3,2023-10,796.49,24.67,1
SPLR-080,Tier 2,2023-10,949.65,20.62,1
SPLR-081,Tier 3,2023-10,996.73,31.42,0
SPLR-082,Tier 3,2023-10,1039.82,29.85,0
SPLR-083,Tier 3,2023-10,1248.34,19.41,0
SPLR-084,Tier 3,2023-10,1040.81,20.3,1
SPLR-085,Tier 2,2023-10,970.41,27.49,3
SPLR-086,Tier 2,2023-10,976.59,23.21,1
SPLR-087,Tier 3,2023-10,1009.42,13.97,0
SPLR-088,Tier 2,2023-10,1241.0,26.33,0
SPLR-089,Tier 2,2023-10,903.11,23.34,3
SPLR-090,Tier 2,2023-10,971.2,25.7,2
SPLR-091,Tier 2,2023-10,1029.2,26.32,0
SPLR-092,Tier 2,2023-10,1013.8,28.71,0
SPLR-093,Tier 3,2023-10,1665.98,21.16,0
SPLR-094,Tier 3,2023-10,1275.32,24.08,2
SPLR-095,Tier 3,2023-10,1089.4,29.56,0
SPLR-096,Tier 1,2023-10,1104.63,25.93,2
SPLR-097,Tier 3,2023-10,1220.21,19.89,0
SPLR-098,Tier 3,2023-10,1405.41,23.42,1
SPLR-099,Tier 2,2023-10,1185.57,27.18,1
SPLR-100,Tier 3,2023-10,915.29,19.33,0
SPLR-001,Tier 3,2023-11,925.01,21.6,0
SPLR-002,Tier 3,2023-11,1286.55,30.64,0
SPLR-003,Tier 1,2023-11,1107.14,28.89,2
SPLR-004,Tier 2,2023-11,1068.98,25.14,2
SPLR-005,Tier 3,2023-11,1225.81,19.56,1
SPLR-006,Tier 1,2023-11,933.87,36.02,4
SPLR-007,Tier 3,2023-11,990.45,17.94,1
SPLR-008,Tier 1,2023-11,1391.1,25.56,2
SPLR-009,Tier 3,2023-11,1117.52,23.82,0
SPLR-010,Tier 3,2023-11,1225.87,22.78,0
SPLR-011,Tier 2,2023-11,1001.13,34.04,0
SPLR-012,Tier 3,2023-11,1054.58,24.17,2
SPLR-013,Tier 3,2023-11,803.11,19.83,0
SPLR-014,Tier 2,2023-11,1786.74,19.81,1
SPLR-015,Tier 1,2023-11,744.13,23.82,2
SPLR-016,Tier 3,2023-11,1437.4,22.12,1
SPLR-017,Tier 2,2023-11,1211.23,17.87,1
SPLR-018,Tier 3,2023-11,757.37,24.26,0
SPLR-019,Tier 3,2023-11,1032.88,24.06,1
SPLR-020,Tier 1,2023-11,1049.26,30.49,4
SPLR-021,Tier 3,2023-11,1033.35,18.31,0
SPLR-022,Tier 3,2023-11,986.24,24.37,1
SPLR-023,Tier 3,2023-11,1077.51,17.89,1
SPLR-024,Tier 3,2023-11,762.5,24.98,2
SPLR-025,Tier 3,2023-11,1289.82,20.38,0
SPLR-026,Tier 1,2023-11,1105.3,18.57,2
SPLR-027,Tier 3,2023-11,857.48,29.62,0
SPLR-028,Tier 1,2023-11,1013.19,27.52,4
SPLR-029,Tier 3,2023-11,1052.94,21.8,1
SPLR-030,Tier 3,2023-11,962.23,23.18,1
SPLR-031,Tier 2,2023-11,1183.0,24.31,0
SPLR-032,Tier 2,2023-11,1182.55,23.85,0
SPLR-033,Tier 3,2023-11,1127.64,16.76,1
SPLR-034,Tier 3,2023-11,1199.94,20.7,0
SPLR-035,Tier 3,2023-11,1381.29,22.67,1
SPLR-036,Tier 3,2023-11,966.26,11.91,0
SPLR-037,Tier 1,2023-11,990.62,24.25,2
SPLR-038,Tier 3,2023-11,1185.52,27.64,0
SPLR-039,Tier 1,2023-11,1286.04,18.02,1
SPLR-040,Tier 3,2023-11,999.75,22.02,1
SPLR-041,Tier 2,2023-11,1273.59,23.37,1
SPLR-042,Tier 3,2023-11,985.42,18.77,0
SPLR-043,Tier 3,2023-11,874.49,29.98,0
SPLR-044,Tier 2,2023-11,1218.44,24.3,1
SPLR-045,Tier 3,2023-11,977.57,23.15,0
SPLR-046,Tier 3,2023-11,928.49,22.59,0
SPLR-047,Tier 2,2023-11,744.92,29.97,1
SPLR-048,Tier 1,2023-11,881.81,19.83,2
SPLR-049,Tier 1,2023-11,1226.38,14.86,1
SPLR-050,Tier 1,2023-11,1228.57,37.49,1
SPLR-051,Tier 2,2023-11,1163.69,31.6,0
SPLR-052,Tier 2,2023-11,1502.95,27.16,2
SPLR-053,Tier 1,2023-11,1295.5,30.91,0
SPLR-054,Tier 3,2023-11,790.12,20.39,1
SPLR-055,Tier 3,2023-11,1249.85,25.88,3
SPLR-056,Tier 3,2023-11,860.92,33.93,1
SPLR-057,Tier 3,2023-11,1091.93,26.04,1
SPLR-058,Tier 1,2023-11,1199.03,21.52,0
SPLR-059,Tier 3,2023-11,868.01,32.12,1
SPLR-060,Tier 3,2023-11,943.37,23.47,0
SPLR-061,Tier 3,2023-11,1203.76,37.7,1
SPLR-062,Tier 3,2023-11,774.19,17.93,0
SPLR-063,Tier 1,2023-11,1012.65,29.04,3
SPLR-064,Tier 3,2023-11,1086.09,20.99,2
SPLR-065,Tier 1,2023-11,1201.0,21.7,3
SPLR-066,Tier 1,2023-11,1180.92,27.76,2
SPLR-067,Tier 2,2023-11,985.98,19.88,1
SPLR-068,Tier 2,2023-11,789.21,24.11,0
SPLR-069,Tier 2,2023-11,817.76,32.83,0
SPLR-070,Tier 2,2023-11,1161.37,27.91,2
SPLR-071,Tier 3,2023-11,906.96,28.27,0
SPLR-072,Tier 3,2023-11,1061.36,30.56,1
SPLR-073,Tier 2,2023-11,1024.73,31.73,1
SPLR-074,Tier 3,2023-11,1078.0,28.54,0
SPLR-075,Tier 1,2023-11,1202.11,27.58,1
SPLR-076,Tier 3,2023-11,1185.08,24.83,2
SPLR-077,Tier 3,2023-11,1592.85,22.65,1
SPLR-078,Tier 1,2023-11,1113.69,30.78,1
SPLR-079,Tier 1,2023-11,1132.93,16.03,0
SPLR-080,Tier 2,2023-11,1157.87,22.96,0
SPLR-081,Tier 2,2023-11,1030.83,17.28,2
SPLR-082,Tier 3,2023-11,1188.07,31.33,0
SPLR-083,Tier 3,2023-11,1040.95,19.11,0
SPLR-084,Tier 3,2023-11,1187.38,32.75,0
SPLR-085,Tier 2,2023-11,988.17,21.96,1
SPLR-086,Tier 1,2023-11,857.7,25.29,3
SPLR-087,Tier 3,2023-11,935.22,25.94,0
SPLR-088,Tier 2,2023-11,1277.12,28.44,2
SPLR-089,Tier 3,2023-11,1242.91,24.99,0
SPLR-090,Tier 2,2023-11,723.85,34.4,0
SPLR-091,Tier 1,2023-11,704.77,25.96,3
SPLR-092,Tier 1,2023-11,1157.67,32.28,1
SPLR-093,Tier 3,2023-11,815.66,27.29,0
SPLR-094,Tier 3,2023-11,952.85,23.24,1
SPLR-095,Tier 2,2023-11,1029.7,23.3,1
SPLR-096,Tier 3,2023-11,1022.6,17.02,0
SPLR-097,Tier 2,2023-11,887.67,33.98,0
SPLR-098,Tier 3,2023-11,1205.3,19.32,0
SPLR-099,Tier 3,2023-11,1195.73,20.32,0
SPLR-100,Tier 2,2023-11,1218.82,30.42,0
SPLR-001,Tier 2,2023-12,980.93,34.08,1
SPLR-002,Tier 3,2023-12,860.83,32.68,1
SPLR-003,Tier 3,2023-12,1257.72,21.85,1
SPLR-004,Tier 1,2023-12,1264.79,11.46,1
SPLR-005,Tier 2,2023-12,950.47,20.38,1
SPLR-006,Tier 3,2023-12,1160.23,28.51,0
SPLR-007,Tier 1,2023-12,1371.93,31.42,1
SPLR-008,Tier 3,2023-12,1110.68,24.58,2
SPLR-009,Tier 1,2023-12,1088.22,20.51,1
SPLR-010,Tier 3,2023-12,1022.44,26.34,0
SPLR-011,Tier 3,2023-12,863.78,26.05,0
SPLR-012,Tier 3,2023-12,788.57,21.52,0
SPLR-013,Tier 1,2023-12,1244.51,25.9,1
SPLR-014,Tier 2,2023-12,1371.18,29.68,1
SPLR-015,Tier 3,2023-12,1066.63,29.0,1
SPLR-016,Tier 1,2023-12,878.03,23.72,2
SPLR-017,Tier 2,2023-12,1408.82,23.55,3
SPLR-018,Tier 3,2023-12,1401.74,26.42,0
SPLR-019,Tier 1,2023-12,931.72,22.99,5
SPLR-020,Tier 3,2023-12,893.3,33.31,0
SPLR-021,Tier 3,2023-12,989.09,30.99,0
SPLR-022,Tier 2,2023-12,1133.05,21.49,1
SPLR-023,Tier 3,2023-12,994.31,25.97,0
SPLR-024,Tier 2,2023-12,1209.19,27.55,0
SPLR-025,Tier 1,2023-12,1140.48,28.7,5
SPLR-026,Tier 2,2023-12,951.59,17.47,1
SPLR-027,Tier 3,2023-12,1218.98,22.89,0
SPLR-028,Tier 3,2023-12,911.09,27.59,0
SPLR-029,Tier 2,2023-12,1064.47,24.12,2
SPLR-030,Tier 3,2023-12,762.54,13.08,2
SPLR-031,Tier 3,2023-12,1274.86,27.23,0
SPLR-032,Tier 3,2023-12,1254.68,24.02,1
SPLR-033,Tier 1,2023-12,737.86,27.07,3
SPLR-034,Tier 2,2023-12,1076.02,25.17,1
SPLR-035,Tier 1,2023-12,888.02,29.11,5
SPLR-036,Tier 3,2023-12,1344.21,25.04,0
SPLR-037,Tier 3,2023-12,822.16,28.57,1
SPLR-038,Tier 1,2023-12,1324.06,30.99,1
SPLR-039,Tier 3,2023-12,807.92,21.51,2
SPLR-040,Tier 1,2023-12,1428.49,32.86,2
SPLR-041,Tier 2,2023-12,1134.73,16.48,1
SPLR-042,Tier 3,2023-12,1134.03,22.58,0
SPLR-043,Tier 3,2023-12,1011.37,18.48,0
SPLR-044,Tier 3,2023-12,779.39,30.94,0
SPLR-045,Tier 3,2023-12,837.15,25.89,0
SPLR-046,Tier 2,2023-12,1048.73,30.01,1
SPLR-047,Tier 3,2023-12,1852.06,24.44,0
